,,,,
,,,,
,,,,
Local,DIRECCION,Latitud,Longitud,NÚMERO
LICEO Nº 53 ,"GUAVIYÚ  S/N ESQ. REGIMIENTO 9, Montevideo, Uruguay",#ERROR!,,1516
LICEO Nº 53 ,"GUAVIYÚ  S/N ESQ. REGIMIENTO 9, Montevideo, Uruguay",#ERROR!,,1517
LICEO Nº 53 ,"GUAVIYÚ  S/N ESQ. REGIMIENTO 9, Montevideo, Uruguay",#ERROR!,,1518
LICEO Nº 53 ,"GUAVIYÚ  S/N ESQ. REGIMIENTO 9, Montevideo, Uruguay",#ERROR!,,1519
LICEO Nº 53 ,"GUAVIYÚ  S/N ESQ. REGIMIENTO 9, Montevideo, Uruguay",#ERROR!,,1520
LICEO Nº 53 ,"GUAVIYÚ  S/N ESQ. REGIMIENTO 9, Montevideo, Uruguay",#ERROR!,,1521
LICEO Nº 53 ,"GUAVIYÚ  S/N ESQ. REGIMIENTO 9, Montevideo, Uruguay","-34,8653159","-56,1775913",1522
LICEO Nº 53 ,"GUAVIYÚ  S/N ESQ. REGIMIENTO 9, Montevideo, Uruguay",#ERROR!,,1523
LICEO Nº 53 ,"GUAVIYÚ  S/N ESQ. REGIMIENTO 9, Montevideo, Uruguay","-34,8653159","-56,1775913",1524
ESCUELA Nº 90 DE 2DO. GRADO  ANEXO,"ANTONIO MACHADO S/N ESQ. GRAL. FLORES, Montevideo, Uruguay",#ERROR!,,1525
ESCUELA Nº 90 DE 2DO. GRADO  ANEXO,"ANTONIO MACHADO S/N ESQ. GRAL. FLORES, Montevideo, Uruguay",#ERROR!,,1526
CAMBADU,"LUIS ALBERTO DE HERRERA 4196 ESQ. CARLOS VAZ FERREIRA, Montevideo, Uruguay",#ERROR!,,1527
CAMBADU,"LUIS ALBERTO DE HERRERA 4196 ESQ. CARLOS VAZ FERREIRA, Montevideo, Uruguay",#ERROR!,,1528
CAMBADU,"LUIS ALBERTO DE HERRERA 4196 ESQ. CARLOS VAZ FERREIRA, Montevideo, Uruguay",#ERROR!,,1529
CAMBADU,"LUIS ALBERTO DE HERRERA 4196 ESQ. CARLOS VAZ FERREIRA, Montevideo, Uruguay",#ERROR!,,1530
COLEGIO CLARA JACKSON DE HEBER,"AV. DR. LUIS A. DE HERRERA 4142 ESQ. AV. BURGUES, Montevideo, Uruguay",#ERROR!,,1531
COLEGIO CLARA JACKSON DE HEBER,"AV. DR. LUIS A. DE HERRERA 4142 ESQ. AV. BURGUES, Montevideo, Uruguay",#ERROR!,,1532
COLEGIO CLARA JACKSON DE HEBER,"AV. DR. LUIS A. DE HERRERA 4142 ESQ. AV. BURGUES, Montevideo, Uruguay",#ERROR!,,1533
COLEGIO CLARA JACKSON DE HEBER,"AV. DR. LUIS A. DE HERRERA 4142 ESQ. AV. BURGUES, Montevideo, Uruguay",#ERROR!,,1534
COLEGIO CLARA JACKSON DE HEBER,"AV. DR. LUIS A. DE HERRERA 4142 ESQ. AV. BURGUES, Montevideo, Uruguay","-34,8610318","-56,1869663",1535
COLEGIO CLARA JACKSON DE HEBER,"AV. DR. LUIS A. DE HERRERA 4142 ESQ. AV. BURGUES, Montevideo, Uruguay",#ERROR!,,1536
COLEGIO CLARA JACKSON DE HEBER,"AV. DR. LUIS A. DE HERRERA 4142 ESQ. AV. BURGUES, Montevideo, Uruguay",#ERROR!,,1537
COLEGIO CLARA JACKSON DE HEBER,"AV. DR. LUIS A. DE HERRERA 4142 ESQ. AV. BURGUES, Montevideo, Uruguay","-34,8610318","-56,1869663",1538
COLEGIO CLARA JACKSON DE HEBER,"AV. DR. LUIS A. DE HERRERA 4142 ESQ. AV. BURGUES, Montevideo, Uruguay",#ERROR!,,1539
CENTRO EDUCACIONAL INTEGRAL,"AV. DR. LUIS A. DE HERRERA 4092 ESQ. AV. BURGUES, Montevideo, Uruguay",#ERROR!,,1540
CENTRO EDUCACIONAL INTEGRAL,"AV. DR. LUIS A. DE HERRERA 4092 ESQ. AV. BURGUES, Montevideo, Uruguay",#ERROR!,,1541
CENTRO EDUCACIONAL INTEGRAL,"AV. DR. LUIS A. DE HERRERA 4092 ESQ. AV. BURGUES, Montevideo, Uruguay",#ERROR!,,1542
CENTRO EDUCACIONAL INTEGRAL,"AV. DR. LUIS A. DE HERRERA 4092 ESQ. AV. BURGUES, Montevideo, Uruguay",#ERROR!,,1543
CENTRO EDUCACIONAL INTEGRAL,"AV. DR. LUIS A. DE HERRERA 4092 ESQ. AV. BURGUES, Montevideo, Uruguay",#ERROR!,,1544
CENTRO EDUCACIONAL INTEGRAL,"AV. DR. LUIS A. DE HERRERA 4092 ESQ. AV. BURGUES, Montevideo, Uruguay",#ERROR!,,1545
ESCUELA Nº 136  Nº 101,"IBIROCAHY 3618 ESQ. ING. MANUEL RODRÍGUEZ CORREA, Montevideo, Uruguay",#ERROR!,,1546
ESCUELA Nº 136  Nº 101,"IBIROCAHY 3618 ESQ. ING. MANUEL RODRÍGUEZ CORREA, Montevideo, Uruguay",#ERROR!,,1547
ESCUELA Nº 136  Nº 101,"IBIROCAHY 3618 ESQ. ING. MANUEL RODRÍGUEZ CORREA, Montevideo, Uruguay",#ERROR!,,1548
ESCUELA Nº 136  Nº 101,"IBIROCAHY 3618 ESQ. ING. MANUEL RODRÍGUEZ CORREA, Montevideo, Uruguay","-34,8550199","-56,1847341",1549
ESCUELA Nº 136  Nº 101,"IBIROCAHY 3618 ESQ. ING. MANUEL RODRÍGUEZ CORREA, Montevideo, Uruguay","-34,8550199","-56,1847341",1550
ESCUELA Nº 136  Nº 101,"IBIROCAHY 3618 ESQ. ING. MANUEL RODRÍGUEZ CORREA, Montevideo, Uruguay","-34,8550199","-56,1847341",1551
ESCUELA Nº 136  Nº 101,"IBIROCAHY 3618 ESQ. ING. MANUEL RODRÍGUEZ CORREA, Montevideo, Uruguay",#ERROR!,,1552
ESCUELA Nº 136  Nº 101,"IBIROCAHY 3618 ESQ. ING. MANUEL RODRÍGUEZ CORREA, Montevideo, Uruguay","-34,8550199","-56,1847341",1553
ESCUELA Nº 136  Nº 101,"IBIROCAHY 3618 ESQ. ING. MANUEL RODRÍGUEZ CORREA, Montevideo, Uruguay",#ERROR!,,1554
ESCUELA Nº 136  Nº 101,"IBIROCAHY 3618 ESQ. ING. MANUEL RODRÍGUEZ CORREA, Montevideo, Uruguay",#ERROR!,,1555
ESCUELA Nº 136  Nº 101,"IBIROCAHY 3618 ESQ. ING. MANUEL RODRÍGUEZ CORREA, Montevideo, Uruguay",#ERROR!,,1556
ESCUELA Nº 136  Nº 101,"IBIROCAHY 3618 ESQ. ING. MANUEL RODRÍGUEZ CORREA, Montevideo, Uruguay","-34,8550199","-56,1847341",1557
ESCUELA Nº 136  Nº 101,"IBIROCAHY 3618 ESQ. ING. MANUEL RODRÍGUEZ CORREA, Montevideo, Uruguay","-34,8550199","-56,1847341",1558
COLEGIO MONSEÑOR JOSÉ BENITO LAMAS,"IBIROCAHY 3785 ESQ. BV. JOSÉ BATLLE Y ORDÓÑEZ, Montevideo, Uruguay",#ERROR!,,1559
COLEGIO MONSEÑOR JOSÉ BENITO LAMAS,"IBIROCAHY 3785 ESQ. BV. JOSÉ BATLLE Y ORDÓÑEZ, Montevideo, Uruguay","-34,8518214","-56,1838936",1560
COLEGIO MONSEÑOR JOSÉ BENITO LAMAS,"IBIROCAHY 3785 ESQ. BV. JOSÉ BATLLE Y ORDÓÑEZ, Montevideo, Uruguay",#ERROR!,,1561
COLEGIO MONSEÑOR JOSÉ BENITO LAMAS,"IBIROCAHY 3785 ESQ. BV. JOSÉ BATLLE Y ORDÓÑEZ, Montevideo, Uruguay",#ERROR!,,1562
COLEGIO JUAN MANUEL BLANES,"AV. MILLÁN 4024 ESQ. COSTANERA FRANCISCO LAVALLEJA, Montevideo, Uruguay",#ERROR!,,1563
COLEGIO JUAN MANUEL BLANES,"AV. MILLÁN 4024 ESQ. COSTANERA FRANCISCO LAVALLEJA, Montevideo, Uruguay","-34,8525254","-56,1971369",1564
COLEGIO JUAN MANUEL BLANES,"AV. MILLÁN 4024 ESQ. COSTANERA FRANCISCO LAVALLEJA, Montevideo, Uruguay",#ERROR!,,1565
COLEGIO JUAN MANUEL BLANES,"AV. MILLÁN 4024 ESQ. COSTANERA FRANCISCO LAVALLEJA, Montevideo, Uruguay",#ERROR!,,1566
COLEGIO JUAN MANUEL BLANES,"AV. MILLÁN 4024 ESQ. COSTANERA FRANCISCO LAVALLEJA, Montevideo, Uruguay","-34,8525254","-56,1971369",1567
ANGLO PRADO,"AV. MILLÁN 3984 ESQ. RBLA. COSTANERA FRANCISCO LAVALLEJA, Montevideo, Uruguay","-34,8534889","-56,1967168",1568
ANGLO PRADO,"AV. MILLÁN 3984 ESQ. RBLA. COSTANERA FRANCISCO LAVALLEJA, Montevideo, Uruguay",#ERROR!,,1569
ESCUELA Nº 323 ,"MATÍAS ÁLVAREZ S/N ESQ. PSJE. CABALLEROS ORIENTALES, Montevideo, Uruguay",#ERROR!,,1570
ESCUELA Nº 323 ,"MATÍAS ÁLVAREZ S/N ESQ. PSJE. CABALLEROS ORIENTALES, Montevideo, Uruguay",#ERROR!,,1571
ESCUELA Nº 323 ,"MATÍAS ÁLVAREZ S/N ESQ. PSJE. CABALLEROS ORIENTALES, Montevideo, Uruguay",#ERROR!,,1572
LICEO Nº 18 ,"AV. MILLÁN   3898 ESQ. AV. DR. LUIS A. DE HERRERA, Montevideo, Uruguay","-34,8557877","-56,1964241",1573
LICEO Nº 18 ,"AV. MILLÁN   3898 ESQ. AV. DR. LUIS A. DE HERRERA, Montevideo, Uruguay","-34,8557877","-56,1964241",1574
LICEO Nº 18 ,"AV. MILLÁN   3898 ESQ. AV. DR. LUIS A. DE HERRERA, Montevideo, Uruguay","-34,8557877","-56,1964241",1575
LICEO Nº 18 ,"AV. MILLÁN   3898 ESQ. AV. DR. LUIS A. DE HERRERA, Montevideo, Uruguay",#ERROR!,,1576
U.T.U. INSTITUTO TECNOLÓGICO SUPERIOR,"BV. JOSÉ BATLLE Y ORDÓÑEZ 3570 ESQ. AV. GRAL FLORES, Montevideo, Uruguay",#ERROR!,,1577
U.T.U. INSTITUTO TECNOLÓGICO SUPERIOR,"BV. JOSÉ BATLLE Y ORDÓÑEZ 3570 ESQ. AV. GRAL FLORES, Montevideo, Uruguay","-34,8618643","-56,1698235",1578
U.T.U. INSTITUTO TECNOLÓGICO SUPERIOR,"BV. JOSÉ BATLLE Y ORDÓÑEZ 3570 ESQ. AV. GRAL FLORES, Montevideo, Uruguay","-34,8618643","-56,1698235",1579
U.T.U. INSTITUTO TECNOLÓGICO SUPERIOR,"BV. JOSÉ BATLLE Y ORDÓÑEZ 3570 ESQ. AV. GRAL FLORES, Montevideo, Uruguay",#ERROR!,,1580
U.T.U. INSTITUTO TECNOLÓGICO SUPERIOR,"BV. JOSÉ BATLLE Y ORDÓÑEZ 3570 ESQ. AV. GRAL FLORES, Montevideo, Uruguay",#ERROR!,,1581
U.T.U. INSTITUTO TECNOLÓGICO SUPERIOR,"BV. JOSÉ BATLLE Y ORDÓÑEZ 3570 ESQ. AV. GRAL FLORES, Montevideo, Uruguay","-34,8618643","-56,1698235",1582
U.T.U. INSTITUTO TECNOLÓGICO SUPERIOR,"BV. JOSÉ BATLLE Y ORDÓÑEZ 3570 ESQ. AV. GRAL FLORES, Montevideo, Uruguay","-34,8618643","-56,1698235",1583
U.T.U. INSTITUTO TECNOLÓGICO SUPERIOR,"BV. JOSÉ BATLLE Y ORDÓÑEZ 3570 ESQ. AV. GRAL FLORES, Montevideo, Uruguay",#ERROR!,,1584
U.T.U. INSTITUTO TECNOLÓGICO SUPERIOR,"BV. JOSÉ BATLLE Y ORDÓÑEZ 3570 ESQ. AV. GRAL FLORES, Montevideo, Uruguay",#ERROR!,,1585
LICEO IMPULSO,"AV. GRAL. SAN MARTÍN  4722  ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1586
LICEO IMPULSO,"AV. GRAL. SAN MARTÍN  4722  ESQ. GILBERTO BELLINI, Montevideo, Uruguay","-34,8385407","-56,1680095",1587
LICEO IMPULSO,"AV. GRAL. SAN MARTÍN  4722  ESQ. GILBERTO BELLINI, Montevideo, Uruguay","-34,8385407","-56,1680095",1588
LICEO IMPULSO,"AV. GRAL. SAN MARTÍN  4722  ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1589
LICEO IMPULSO,"AV. GRAL. SAN MARTÍN  4722  ESQ. GILBERTO BELLINI, Montevideo, Uruguay","-34,8385407","-56,1680095",1590
LICEO IMPULSO,"AV. GRAL. SAN MARTÍN  4722  ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1591
LICEO IMPULSO,"AV. GRAL. SAN MARTÍN  4722  ESQ. GILBERTO BELLINI, Montevideo, Uruguay","-34,8385407","-56,1680095",1592
LICEO IMPULSO,"AV. GRAL. SAN MARTÍN  4722  ESQ. GILBERTO BELLINI, Montevideo, Uruguay","-34,8385407","-56,1680095",1593
LICEO IMPULSO,"AV. GRAL. SAN MARTÍN  4722  ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1594
LICEO IMPULSO,"AV. GRAL. SAN MARTÍN  4722  ESQ. GILBERTO BELLINI, Montevideo, Uruguay","-34,8385407","-56,1680095",1595
LICEO IMPULSO,"AV. GRAL. SAN MARTÍN  4722  ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1596
LICEO IMPULSO,"AV. GRAL. SAN MARTÍN  4722  ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1597
LICEO IMPULSO,"AV. GRAL. SAN MARTÍN  4722  ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1598
LICEO IMPULSO,"AV. GRAL. SAN MARTÍN  4722  ESQ. GILBERTO BELLINI, Montevideo, Uruguay","-34,8385407","-56,1680095",1599
LICEO IMPULSO,"AV. GRAL. SAN MARTÍN  4722  ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1600
LICEO IMPULSO,"AV. GRAL. SAN MARTÍN  4722  ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1601
LICEO IMPULSO,"AV. GRAL. SAN MARTÍN  4722  ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1602
LICEO IMPULSO,"AV. GRAL. SAN MARTÍN  4722  ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1603
LICEO Nº 41,"LEÓN PÉREZ  3800  ESQ. AV. GRAL. SAN MARTÍN, Montevideo, Uruguay","-34,852839","-56,1723315",1604
LICEO Nº 41,"LEÓN PÉREZ  3800  ESQ. AV. GRAL. SAN MARTÍN, Montevideo, Uruguay",#ERROR!,,1605
LICEO Nº 41,"LEÓN PÉREZ  3800  ESQ. AV. GRAL. SAN MARTÍN, Montevideo, Uruguay",#ERROR!,,1606
LICEO Nº 41,"LEÓN PÉREZ  3800  ESQ. AV. GRAL. SAN MARTÍN, Montevideo, Uruguay",#ERROR!,,1607
LICEO Nº 41,"LEÓN PÉREZ  3800  ESQ. AV. GRAL. SAN MARTÍN, Montevideo, Uruguay","-34,852839","-56,1723315",1608
PLAZA DE DEPORTES Nº 4,"LEÓN PÉREZ 3726 ESQ. FRANCISCO ROMERO, Montevideo, Uruguay","-34,8535299","-56,1710051",1609
PLAZA DE DEPORTES Nº 4,"LEÓN PÉREZ 3726 ESQ. FRANCISCO ROMERO, Montevideo, Uruguay","-34,8535299","-56,1710051",1610
PLAZA DE DEPORTES Nº 4,"LEÓN PÉREZ 3726 ESQ. FRANCISCO ROMERO, Montevideo, Uruguay",#ERROR!,,1611
PLAZA DE DEPORTES Nº 4,"LEÓN PÉREZ 3726 ESQ. FRANCISCO ROMERO, Montevideo, Uruguay",#ERROR!,,1612
PLAZA DE DEPORTES Nº 4,"LEÓN PÉREZ 3726 ESQ. FRANCISCO ROMERO, Montevideo, Uruguay",#ERROR!,,1613
ESCUELA Nº 191 ,"JOSÉ A. POSSOLO 3761 ESQ. LUIS GALVANI, Montevideo, Uruguay","-34,8451038","-56,1547346",1614
ESCUELA Nº 191 ,"JOSÉ A. POSSOLO 3761 ESQ. LUIS GALVANI, Montevideo, Uruguay",#ERROR!,,1615
ESCUELA Nº 191 ,"JOSÉ A. POSSOLO 3761 ESQ. LUIS GALVANI, Montevideo, Uruguay","-34,8451038","-56,1547346",1616
ESCUELA Nº 191 ,"JOSÉ A. POSSOLO 3761 ESQ. LUIS GALVANI, Montevideo, Uruguay","-34,8451038","-56,1547346",1617
ESCUELA Nº 191 ,"JOSÉ A. POSSOLO 3761 ESQ. LUIS GALVANI, Montevideo, Uruguay",#ERROR!,,1618
ESCUELA Nº 191 ,"JOSÉ A. POSSOLO 3761 ESQ. LUIS GALVANI, Montevideo, Uruguay",#ERROR!,,1619
COLEGIO DANIEL MCMURRAY,"AV. GRAL. SAN MARTÍN 4012 ESQ. SANTA ANA, Montevideo, Uruguay",#ERROR!,,1620
COLEGIO DANIEL MCMURRAY,"AV. GRAL. SAN MARTÍN 4012 ESQ. SANTA ANA, Montevideo, Uruguay","-34,8521942","-56,1711119",1621
COLEGIO DANIEL MCMURRAY,"AV. GRAL. SAN MARTÍN 4012 ESQ. SANTA ANA, Montevideo, Uruguay","-34,8521942","-56,1711119",1622
ESCUELA Nº 53  Nº 87,"JUAN ARTEAGA  S/N  ESQ. LEÓN PÉREZ, Montevideo, Uruguay",#ERROR!,,1623
ESCUELA Nº 53  Nº 87,"JUAN ARTEAGA  S/N  ESQ. LEÓN PÉREZ, Montevideo, Uruguay",#ERROR!,,1624
ESCUELA Nº 53  Nº 87,"JUAN ARTEAGA  S/N  ESQ. LEÓN PÉREZ, Montevideo, Uruguay",#ERROR!,,1625
ESCUELA Nº 53  Nº 87,"JUAN ARTEAGA  S/N  ESQ. LEÓN PÉREZ, Montevideo, Uruguay",#ERROR!,,1626
ESCUELA Nº 53  Nº 87,"JUAN ARTEAGA  S/N  ESQ. LEÓN PÉREZ, Montevideo, Uruguay",#ERROR!,,1627
ESCUELA Nº 53  Nº 87,"JUAN ARTEAGA  S/N  ESQ. LEÓN PÉREZ, Montevideo, Uruguay",#ERROR!,,1628
ESCUELA Nº 53  Nº 87,"JUAN ARTEAGA  S/N  ESQ. LEÓN PÉREZ, Montevideo, Uruguay","-34,8536174","-56,1706257",1629
ESCUELA Nº 53  Nº 87,"JUAN ARTEAGA  S/N  ESQ. LEÓN PÉREZ, Montevideo, Uruguay",#ERROR!,,1630
ESCUELA Nº 53  Nº 87,"JUAN ARTEAGA  S/N  ESQ. LEÓN PÉREZ, Montevideo, Uruguay",#ERROR!,,1631
ESCUELA Nº 7  Nº 37 ,"JUAN ARTEAGA 4066 ESQ. LEÓN PÉREZ, Montevideo, Uruguay",#ERROR!,,1632
ESCUELA Nº 7  Nº 37 ,"JUAN ARTEAGA 4066 ESQ. LEÓN PÉREZ, Montevideo, Uruguay",#ERROR!,,1633
ESCUELA Nº 7  Nº 37 ,"JUAN ARTEAGA 4066 ESQ. LEÓN PÉREZ, Montevideo, Uruguay",#ERROR!,,1634
ESCUELA Nº 7  Nº 37 ,"JUAN ARTEAGA 4066 ESQ. LEÓN PÉREZ, Montevideo, Uruguay",#ERROR!,,1635
ESCUELA Nº 7  Nº 37 ,"JUAN ARTEAGA 4066 ESQ. LEÓN PÉREZ, Montevideo, Uruguay",#ERROR!,,1636
ESCUELA Nº 7  Nº 37 ,"JUAN ARTEAGA 4066 ESQ. LEÓN PÉREZ, Montevideo, Uruguay",#ERROR!,,1637
ESCUELA Nº 7  Nº 37 ,"JUAN ARTEAGA 4066 ESQ. LEÓN PÉREZ, Montevideo, Uruguay",#ERROR!,,1638
ESCUELA IMPULSO ,"AV. GRAL. SAN MARTÍN 4651 ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1639
ESCUELA IMPULSO ,"AV. GRAL. SAN MARTÍN 4651 ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1640
ESCUELA IMPULSO ,"AV. GRAL. SAN MARTÍN 4651 ESQ. GILBERTO BELLINI, Montevideo, Uruguay","-34,8402497","-56,1688439",1641
ESCUELA IMPULSO ,"AV. GRAL. SAN MARTÍN 4651 ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1642
ESCUELA IMPULSO ,"AV. GRAL. SAN MARTÍN 4651 ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1643
ESCUELA IMPULSO ,"AV. GRAL. SAN MARTÍN 4651 ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1644
ESCUELA IMPULSO ,"AV. GRAL. SAN MARTÍN 4651 ESQ. GILBERTO BELLINI, Montevideo, Uruguay","-34,8402497","-56,1688439",1645
ESCUELA IMPULSO ,"AV. GRAL. SAN MARTÍN 4651 ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1646
ESCUELA IMPULSO ,"AV. GRAL. SAN MARTÍN 4651 ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1647
ESCUELA IMPULSO ,"AV. GRAL. SAN MARTÍN 4651 ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1648
ESCUELA IMPULSO ,"AV. GRAL. SAN MARTÍN 4651 ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1649
ESCUELA IMPULSO ,"AV. GRAL. SAN MARTÍN 4651 ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1650
ESCUELA IMPULSO ,"AV. GRAL. SAN MARTÍN 4651 ESQ. GILBERTO BELLINI, Montevideo, Uruguay",#ERROR!,,1651
ESCUELA IMPULSO ,"AV. GRAL. SAN MARTÍN 4651 ESQ. GILBERTO BELLINI, Montevideo, Uruguay","-34,8402497","-56,1688439",1652
CENTRO DE SALUD ANTONIO GIORDANO,"AV. GRAL. SAN MARTÍN 3797 ESQ. RAFAEL HORTIGUERA, Montevideo, Uruguay","-34,8555738","-56,1739676",1653
C.E.A. Nº 178,"DR. JOSÉ MARTIRENÉ S/N ESQ. AV. GUSTAVO VOLPE, Montevideo, Uruguay",#ERROR!,,1654
C.E.A. Nº 178,"DR. JOSÉ MARTIRENÉ S/N ESQ. AV. GUSTAVO VOLPE, Montevideo, Uruguay","-34,8351841","-56,1745942",1655
C.E.A. Nº 178,"DR. JOSÉ MARTIRENÉ S/N ESQ. AV. GUSTAVO VOLPE, Montevideo, Uruguay","-34,8351841","-56,1745942",1656
C.E.A. Nº 178,"DR. JOSÉ MARTIRENÉ S/N ESQ. AV. GUSTAVO VOLPE, Montevideo, Uruguay",#ERROR!,,1657
C.E.A. Nº 178,"DR. JOSÉ MARTIRENÉ S/N ESQ. AV. GUSTAVO VOLPE, Montevideo, Uruguay","-34,8351841","-56,1745942",1658
C.E.A. Nº 178,"DR. JOSÉ MARTIRENÉ S/N ESQ. AV. GUSTAVO VOLPE, Montevideo, Uruguay",#ERROR!,,1659
ESCUELA Nº 378 ,"CNO. CAP. MATEO TULA DUFORT  S/N  ESQ. PSJE. OLIMAR, Montevideo, Uruguay",#ERROR!,,1660
ESCUELA Nº 378 ,"CNO. CAP. MATEO TULA DUFORT  S/N  ESQ. PSJE. OLIMAR, Montevideo, Uruguay",#ERROR!,,1661
ESCUELA Nº 378 ,"CNO. CAP. MATEO TULA DUFORT  S/N  ESQ. PSJE. OLIMAR, Montevideo, Uruguay","-34,8240548","-56,1603403",1662
ESCUELA Nº 378 ,"CNO. CAP. MATEO TULA DUFORT  S/N  ESQ. PSJE. OLIMAR, Montevideo, Uruguay",#ERROR!,,1663
ESCUELA Nº 378 ,"CNO. CAP. MATEO TULA DUFORT  S/N  ESQ. PSJE. OLIMAR, Montevideo, Uruguay","-34,8240548","-56,1603403",1664
LICEO JUBILAR JUAN PABLO II,"DR. ROMÁN ARANA IÑIGUEZ  5351 ESQ. SEBASTIAN PARADIZABAL, Montevideo, Uruguay",#ERROR!,,1665
LICEO JUBILAR JUAN PABLO II,"DR. ROMÁN ARANA IÑIGUEZ  5351 ESQ. SEBASTIAN PARADIZABAL, Montevideo, Uruguay",#ERROR!,,1666
LICEO JUBILAR JUAN PABLO II,"DR. ROMÁN ARANA IÑIGUEZ  5351 ESQ. SEBASTIAN PARADIZABAL, Montevideo, Uruguay",#ERROR!,,1667
LICEO JUBILAR JUAN PABLO II,"DR. ROMÁN ARANA IÑIGUEZ  5351 ESQ. SEBASTIAN PARADIZABAL, Montevideo, Uruguay","-34,8261121","-56,1791633",1668
LICEO JUBILAR JUAN PABLO II,"DR. ROMÁN ARANA IÑIGUEZ  5351 ESQ. SEBASTIAN PARADIZABAL, Montevideo, Uruguay","-34,8261121","-56,1791633",1669
LICEO JUBILAR JUAN PABLO II,"DR. ROMÁN ARANA IÑIGUEZ  5351 ESQ. SEBASTIAN PARADIZABAL, Montevideo, Uruguay",#ERROR!,,1670
LICEO JUBILAR JUAN PABLO II,"DR. ROMÁN ARANA IÑIGUEZ  5351 ESQ. SEBASTIAN PARADIZABAL, Montevideo, Uruguay",#ERROR!,,1671
LICEO Nº 73,"DR. CARLOS M. FOSALBA S/N ESQ. DR. RICARDO MACKINNON, Montevideo, Uruguay",#ERROR!,,1672
LICEO Nº 73,"DR. CARLOS M. FOSALBA S/N ESQ. DR. RICARDO MACKINNON, Montevideo, Uruguay","-34,8311817","-56,1701904",1673
LICEO Nº 73,"DR. CARLOS M. FOSALBA S/N ESQ. DR. RICARDO MACKINNON, Montevideo, Uruguay",#ERROR!,,1674
LICEO Nº 73,"DR. CARLOS M. FOSALBA S/N ESQ. DR. RICARDO MACKINNON, Montevideo, Uruguay","-34,8311817","-56,1701904",1675
LICEO Nº 73,"DR. CARLOS M. FOSALBA S/N ESQ. DR. RICARDO MACKINNON, Montevideo, Uruguay","-34,8311817","-56,1701904",1676
LICEO Nº 73,"DR. CARLOS M. FOSALBA S/N ESQ. DR. RICARDO MACKINNON, Montevideo, Uruguay",#ERROR!,,1677
LICEO Nº 73,"DR. CARLOS M. FOSALBA S/N ESQ. DR. RICARDO MACKINNON, Montevideo, Uruguay",#ERROR!,,1678
LICEO Nº 73,"DR. CARLOS M. FOSALBA S/N ESQ. DR. RICARDO MACKINNON, Montevideo, Uruguay",#ERROR!,,1679
ESCUELA Nº 319,"DR. JOSÉ MAY S/N  ESQ. DR. BENIGNO VARELA FUENTES, Montevideo, Uruguay",#ERROR!,,1680
ESCUELA Nº 319,"DR. JOSÉ MAY S/N  ESQ. DR. BENIGNO VARELA FUENTES, Montevideo, Uruguay",#ERROR!,,1681
ESCUELA Nº 319,"DR. JOSÉ MAY S/N  ESQ. DR. BENIGNO VARELA FUENTES, Montevideo, Uruguay",#ERROR!,,1682
ESCUELA Nº 319,"DR. JOSÉ MAY S/N  ESQ. DR. BENIGNO VARELA FUENTES, Montevideo, Uruguay",#ERROR!,,1683
ESCUELA Nº 319,"DR. JOSÉ MAY S/N  ESQ. DR. BENIGNO VARELA FUENTES, Montevideo, Uruguay","-34,8310192","-56,1744546",1684
ESCUELA Nº 319,"DR. JOSÉ MAY S/N  ESQ. DR. BENIGNO VARELA FUENTES, Montevideo, Uruguay",#ERROR!,,1685
ESCUELA Nº 319,"DR. JOSÉ MAY S/N  ESQ. DR. BENIGNO VARELA FUENTES, Montevideo, Uruguay","-34,8310192","-56,1744546",1686
ESCUELA Nº 319,"DR. JOSÉ MAY S/N  ESQ. DR. BENIGNO VARELA FUENTES, Montevideo, Uruguay","-34,8310192","-56,1744546",1687
ESCUELA Nº 142,"AV. DON PEDRO DE MENDOZA 7853 ESQ. CNO. TRABAL, Montevideo, Uruguay",#ERROR!,,1688
