,,,,
,,,,
,,,,
Local,DIRECCION,Latitud,Longitud,NÚMERO
INSTITUTO GESELLIANO  PRIMARIA,"FRANCISCO VIDIELLA  2370 ESQ. BV. ARTIGAS, Montevideo, Uruguay",#ERROR!,,1337
INSTITUTO GESELLIANO  PRIMARIA,"FRANCISCO VIDIELLA  2370 ESQ. BV. ARTIGAS, Montevideo, Uruguay",#ERROR!,,1338
SALÓN VECINAL KRUGER,"CAGANCHA 2187 ESQ. DR. JUAN PAULLIER, Montevideo, Uruguay",#ERROR!,,1339
SALÓN VECINAL KRUGER,"CAGANCHA 2187 ESQ. DR. JUAN PAULLIER, Montevideo, Uruguay","-34,8851599","-56,1702714",1340
PARROQUIA NUESTRA SEÑORA DE BZOMMAR,"ACEVEDO DÍAZ 2361 ESQ. DOMINGO ARAMBURÚ, Montevideo, Uruguay",#ERROR!,,1341
COLEGIO LA MERCED,"DR. JUAN JOSÉ DE AMÉZAGA 2018 ESQ. DR. MARTÍN C. MARTÍNEZ, Montevideo, Uruguay",#ERROR!,,1342
COLEGIO LA MERCED,"DR. JUAN JOSÉ DE AMÉZAGA 2018 ESQ. DR. MARTÍN C. MARTÍNEZ, Montevideo, Uruguay",#ERROR!,,1343
COLEGIO LA MERCED,"DR. JUAN JOSÉ DE AMÉZAGA 2018 ESQ. DR. MARTÍN C. MARTÍNEZ, Montevideo, Uruguay",#ERROR!,,1344
COLEGIO LA MERCED,"DR. JUAN JOSÉ DE AMÉZAGA 2018 ESQ. DR. MARTÍN C. MARTÍNEZ, Montevideo, Uruguay","-34,8853237","-56,1743759",1345
COLEGIO LA MERCED,"DR. JUAN JOSÉ DE AMÉZAGA 2018 ESQ. DR. MARTÍN C. MARTÍNEZ, Montevideo, Uruguay",#ERROR!,,1346
LICEO Nº 29,"BLANDENGUES  2020  ESQ. CONSTITUCIÓN, Montevideo, Uruguay",#ERROR!,,1347
LICEO Nº 29,"BLANDENGUES  2020  ESQ. CONSTITUCIÓN, Montevideo, Uruguay",#ERROR!,,1348
LICEO Nº 29,"BLANDENGUES  2020  ESQ. CONSTITUCIÓN, Montevideo, Uruguay",#ERROR!,,1349
LICEO Nº 29,"BLANDENGUES  2020  ESQ. CONSTITUCIÓN, Montevideo, Uruguay","-34,8847659","-56,1758716",1350
LICEO Nº 29,"BLANDENGUES  2020  ESQ. CONSTITUCIÓN, Montevideo, Uruguay",#ERROR!,,1351
LICEO Nº 29,"BLANDENGUES  2020  ESQ. CONSTITUCIÓN, Montevideo, Uruguay",#ERROR!,,1352
U.T.U. ESCUELA SUPERIOR DE COMERCIO,"CONSTITUCIÓN 2484 ESQ. RIVADAVIA, Montevideo, Uruguay",#ERROR!,,1353
U.T.U. ESCUELA SUPERIOR DE COMERCIO,"CONSTITUCIÓN 2484 ESQ. RIVADAVIA, Montevideo, Uruguay",#ERROR!,,1354
U.T.U. ESCUELA SUPERIOR DE COMERCIO,"CONSTITUCIÓN 2484 ESQ. RIVADAVIA, Montevideo, Uruguay","-34,8809519","-56,1781206",1355
U.T.U. ESCUELA SUPERIOR DE COMERCIO,"CONSTITUCIÓN 2484 ESQ. RIVADAVIA, Montevideo, Uruguay",#ERROR!,,1356
U.T.U. ESCUELA SUPERIOR DE COMERCIO,"CONSTITUCIÓN 2484 ESQ. RIVADAVIA, Montevideo, Uruguay",#ERROR!,,1357
U.T.U. ESCUELA SUPERIOR DE COMERCIO,"CONSTITUCIÓN 2484 ESQ. RIVADAVIA, Montevideo, Uruguay",#ERROR!,,1358
ESCUELA Nº 45,"NICARAGUA  2283  ESQ. DR. JUAN PAULLIER, Montevideo, Uruguay","-34,8910845","-56,1704506",1359
ESCUELA Nº 45,"NICARAGUA  2283  ESQ. DR. JUAN PAULLIER, Montevideo, Uruguay",#ERROR!,,1360
ESCUELA Nº 45,"NICARAGUA  2283  ESQ. DR. JUAN PAULLIER, Montevideo, Uruguay","-34,8910845","-56,1704506",1361
ESCUELA Nº 45,"NICARAGUA  2283  ESQ. DR. JUAN PAULLIER, Montevideo, Uruguay",#ERROR!,,1362
ESCUELA Nº 45,"NICARAGUA  2283  ESQ. DR. JUAN PAULLIER, Montevideo, Uruguay","-34,8910845","-56,1704506",1363
ESCUELA Nº 45,"NICARAGUA  2283  ESQ. DR. JUAN PAULLIER, Montevideo, Uruguay",#ERROR!,,1364
ESCUELA Nº 45,"NICARAGUA  2283  ESQ. DR. JUAN PAULLIER, Montevideo, Uruguay",#ERROR!,,1365
ESCUELA Nº 45,"NICARAGUA  2283  ESQ. DR. JUAN PAULLIER, Montevideo, Uruguay",#ERROR!,,1366
ESCUELA Nº 45,"NICARAGUA  2283  ESQ. DR. JUAN PAULLIER, Montevideo, Uruguay",#ERROR!,,1367
IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,"DR. JOAQUÍN REQUENA  1880  ESQ. GOES, Montevideo, Uruguay",#ERROR!,,1368
IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,"DR. JOAQUÍN REQUENA  1880  ESQ. GOES, Montevideo, Uruguay",#ERROR!,,1369
IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,"DR. JOAQUÍN REQUENA  1880  ESQ. GOES, Montevideo, Uruguay","-34,8935921","-56,1712791",1370
IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,"DR. JOAQUÍN REQUENA  1880  ESQ. GOES, Montevideo, Uruguay",#ERROR!,,1371
IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,"DR. JOAQUÍN REQUENA  1880  ESQ. GOES, Montevideo, Uruguay",#ERROR!,,1372
IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ÚLTIMOS DÍAS,"DR. JOAQUÍN REQUENA  1880  ESQ. GOES, Montevideo, Uruguay","-34,8935921","-56,1712791",1373
COMPLEJO DEPORTIVO SUTEL,"MIGUELETE  2346 ESQ. ACEVEDO DÍAZ, Montevideo, Uruguay",#ERROR!,,1374
COMPLEJO DEPORTIVO SUTEL,"MIGUELETE  2346 ESQ. ACEVEDO DÍAZ, Montevideo, Uruguay",#ERROR!,,1375
PROYECTO GURISAES  OBRA DON ORIONE,"PORONGOS 2292 ESQ. DR. JUAN JOSÉ DE AMÉZAGA, Montevideo, Uruguay",#ERROR!,,1376
PROYECTO GURISAES  OBRA DON ORIONE,"PORONGOS 2292 ESQ. DR. JUAN JOSÉ DE AMÉZAGA, Montevideo, Uruguay",#ERROR!,,1377
PROYECTO GURISAES  OBRA DON ORIONE,"PORONGOS 2292 ESQ. DR. JUAN JOSÉ DE AMÉZAGA, Montevideo, Uruguay",#ERROR!,,1378
PROYECTO GURISAES  OBRA DON ORIONE,"PORONGOS 2292 ESQ. DR. JUAN JOSÉ DE AMÉZAGA, Montevideo, Uruguay",#ERROR!,,1379
ESCUELA Nº 33,"BLANDENGUES 1884 ESQ. INCA, Montevideo, Uruguay",#ERROR!,,1380
ESCUELA Nº 33,"BLANDENGUES 1884 ESQ. INCA, Montevideo, Uruguay","-34,8850289","-56,1786006",1381
ESCUELA Nº 33,"BLANDENGUES 1884 ESQ. INCA, Montevideo, Uruguay","-34,8850289","-56,1786006",1382
ESCUELA Nº 33,"BLANDENGUES 1884 ESQ. INCA, Montevideo, Uruguay",#ERROR!,,1383
ESCUELA Nº 84,"INCA 2323 ESQ. BLANDENGUES, Montevideo, Uruguay",#ERROR!,,1384
ESCUELA Nº 84,"INCA 2323 ESQ. BLANDENGUES, Montevideo, Uruguay",#ERROR!,,1385
ESCUELA Nº 84,"INCA 2323 ESQ. BLANDENGUES, Montevideo, Uruguay",#ERROR!,,1386
ESCUELA Nº 84,"INCA 2323 ESQ. BLANDENGUES, Montevideo, Uruguay","-34,8836802","-56,1822665",1387
PARROQUIA INMACULADO CORAZÓN DE MARÍA,"INCA 2040 BIS ESQ. GRAL. JUAN MANUEL PAGOLA, Montevideo, Uruguay","-34,7527313","-56,2217379",1388
PARROQUIA INMACULADO CORAZÓN DE MARÍA,"INCA 2040 BIS ESQ. GRAL. JUAN MANUEL PAGOLA, Montevideo, Uruguay","-34,7527313","-56,2217379",1389
FACULTAD DE MEDICINA,"GRAL. FLORES 2125 ESQ. YATAY, Montevideo, Uruguay",#ERROR!,,1390
FACULTAD DE MEDICINA,"GRAL. FLORES 2125 ESQ. YATAY, Montevideo, Uruguay",#ERROR!,,1391
FACULTAD DE MEDICINA,"GRAL. FLORES 2125 ESQ. YATAY, Montevideo, Uruguay",#ERROR!,,1392
FACULTAD DE MEDICINA,"GRAL. FLORES 2125 ESQ. YATAY, Montevideo, Uruguay","-34,8882906","-56,1860605",1393
FACULTAD DE MEDICINA,"GRAL. FLORES 2125 ESQ. YATAY, Montevideo, Uruguay",#ERROR!,,1394
FACULTAD DE MEDICINA,"GRAL. FLORES 2125 ESQ. YATAY, Montevideo, Uruguay",#ERROR!,,1395
FACULTAD DE MEDICINA,"GRAL. FLORES 2125 ESQ. YATAY, Montevideo, Uruguay",#ERROR!,,1396
LICEO Nº 26,"DR. JOAQUÍN REQUENA  3010  ESQ. ANTONIO MACHADO, Montevideo, Uruguay",#ERROR!,,1397
LICEO Nº 26,"DR. JOAQUÍN REQUENA  3010  ESQ. ANTONIO MACHADO, Montevideo, Uruguay",#ERROR!,,1398
LICEO Nº 26,"DR. JOAQUÍN REQUENA  3010  ESQ. ANTONIO MACHADO, Montevideo, Uruguay",#ERROR!,,1399
LICEO Nº 26,"DR. JOAQUÍN REQUENA  3010  ESQ. ANTONIO MACHADO, Montevideo, Uruguay",#ERROR!,,1400
LICEO Nº 26,"DR. JOAQUÍN REQUENA  3010  ESQ. ANTONIO MACHADO, Montevideo, Uruguay",#ERROR!,,1401
LICEO Nº 26,"DR. JOAQUÍN REQUENA  3010  ESQ. ANTONIO MACHADO, Montevideo, Uruguay",#ERROR!,,1402
LICEO Nº 26,"DR. JOAQUÍN REQUENA  3010  ESQ. ANTONIO MACHADO, Montevideo, Uruguay",#ERROR!,,1403
LICEO Nº 26,"DR. JOAQUÍN REQUENA  3010  ESQ. ANTONIO MACHADO, Montevideo, Uruguay",#ERROR!,,1404
LICEO Nº 26,"DR. JOAQUÍN REQUENA  3010  ESQ. ANTONIO MACHADO, Montevideo, Uruguay",#ERROR!,,1405
LICEO Nº 26,"DR. JOAQUÍN REQUENA  3010  ESQ. ANTONIO MACHADO, Montevideo, Uruguay",#ERROR!,,1406
LICEO Nº 26,"DR. JOAQUÍN REQUENA  3010  ESQ. ANTONIO MACHADO, Montevideo, Uruguay","-34,8719761","-56,1735217",1407
LICEO Nº 26,"DR. JOAQUÍN REQUENA  3010  ESQ. ANTONIO MACHADO, Montevideo, Uruguay",#ERROR!,,1408
LICEO Nº 26,"DR. JOAQUÍN REQUENA  3010  ESQ. ANTONIO MACHADO, Montevideo, Uruguay",#ERROR!,,1409
ESCUELA Nº 109  Nº 156 ,"AV. DR. LUIS A. DE HERRERA 3406 ESQ. MARNE, Montevideo, Uruguay",#ERROR!,,1410
ESCUELA Nº 109  Nº 156 ,"AV. DR. LUIS A. DE HERRERA 3406 ESQ. MARNE, Montevideo, Uruguay",#ERROR!,,1411
ESCUELA Nº 109  Nº 156 ,"AV. DR. LUIS A. DE HERRERA 3406 ESQ. MARNE, Montevideo, Uruguay",#ERROR!,,1412
ESCUELA Nº 109  Nº 156 ,"AV. DR. LUIS A. DE HERRERA 3406 ESQ. MARNE, Montevideo, Uruguay","-34,8684072","-56,1689981",1413
ESCUELA Nº 109  Nº 156 ,"AV. DR. LUIS A. DE HERRERA 3406 ESQ. MARNE, Montevideo, Uruguay",#ERROR!,,1414
ESCUELA Nº 109  Nº 156 ,"AV. DR. LUIS A. DE HERRERA 3406 ESQ. MARNE, Montevideo, Uruguay",#ERROR!,,1415
ESCUELA Nº 109  Nº 156 ,"AV. DR. LUIS A. DE HERRERA 3406 ESQ. MARNE, Montevideo, Uruguay","-34,8684072","-56,1689981",1416
ESCUELA Nº 109  Nº 156 ,"AV. DR. LUIS A. DE HERRERA 3406 ESQ. MARNE, Montevideo, Uruguay",#ERROR!,,1417
ESCUELA Nº 109  Nº 156 ,"AV. DR. LUIS A. DE HERRERA 3406 ESQ. MARNE, Montevideo, Uruguay",#ERROR!,,1418
ESCUELA Nº 40 ,"PEDERNAL   1928 ESQ. PORONGOS, Montevideo, Uruguay",#ERROR!,,1419
ESCUELA Nº 40 ,"PEDERNAL   1928 ESQ. PORONGOS, Montevideo, Uruguay","-34,8753057","-56,1755863",1420
ESCUELA Nº 40 ,"PEDERNAL   1928 ESQ. PORONGOS, Montevideo, Uruguay",#ERROR!,,1421
ESCUELA Nº 40 ,"PEDERNAL   1928 ESQ. PORONGOS, Montevideo, Uruguay",#ERROR!,,1422
ESCUELA Nº 40 ,"PEDERNAL   1928 ESQ. PORONGOS, Montevideo, Uruguay","-34,8753057","-56,1755863",1423
ESCUELA Nº 40 ,"PEDERNAL   1928 ESQ. PORONGOS, Montevideo, Uruguay",#ERROR!,,1424
ESCUELA Nº 40 ,"PEDERNAL   1928 ESQ. PORONGOS, Montevideo, Uruguay",#ERROR!,,1425
ESCUELA Nº 40 ,"PEDERNAL   1928 ESQ. PORONGOS, Montevideo, Uruguay",#ERROR!,,1426
ESCUELA Nº 11,"DR. GUSTAVO GALLINAL 2130 ESQ. CUFRÉ, Montevideo, Uruguay",#ERROR!,,1427
ESCUELA Nº 11,"DR. GUSTAVO GALLINAL 2130 ESQ. CUFRÉ, Montevideo, Uruguay",#ERROR!,,1428
ESCUELA Nº 11,"DR. GUSTAVO GALLINAL 2130 ESQ. CUFRÉ, Montevideo, Uruguay",#ERROR!,,1429
INSTITUTO PALLOTTI,"EMILIO RAÑA  S/N ESQ. JOAQUÍN CAMPANA, Montevideo, Uruguay","-34,8771908","-56,1547593",1430
INSTITUTO PALLOTTI,"EMILIO RAÑA  S/N ESQ. JOAQUÍN CAMPANA, Montevideo, Uruguay",#ERROR!,,1431
INSTITUTO PALLOTTI,"EMILIO RAÑA  S/N ESQ. JOAQUÍN CAMPANA, Montevideo, Uruguay",#ERROR!,,1432
INSTITUTO PALLOTTI,"EMILIO RAÑA  S/N ESQ. JOAQUÍN CAMPANA, Montevideo, Uruguay",#ERROR!,,1433
INSTITUTO PALLOTTI,"EMILIO RAÑA  S/N ESQ. JOAQUÍN CAMPANA, Montevideo, Uruguay",#ERROR!,,1434
INSTITUTO PALLOTTI,"EMILIO RAÑA  S/N ESQ. JOAQUÍN CAMPANA, Montevideo, Uruguay",#ERROR!,,1435
INSTITUTO PALLOTTI,"EMILIO RAÑA  S/N ESQ. JOAQUÍN CAMPANA, Montevideo, Uruguay",#ERROR!,,1436
INSTITUTO PALLOTTI,"EMILIO RAÑA  S/N ESQ. JOAQUÍN CAMPANA, Montevideo, Uruguay",#ERROR!,,1437
INSTITUTO PALLOTTI,"EMILIO RAÑA  S/N ESQ. JOAQUÍN CAMPANA, Montevideo, Uruguay","-34,8771908","-56,1547593",1438
INSTITUTO PALLOTTI,"EMILIO RAÑA  S/N ESQ. JOAQUÍN CAMPANA, Montevideo, Uruguay","-34,8771908","-56,1547593",1439
INSTITUTO PALLOTTI,"EMILIO RAÑA  S/N ESQ. JOAQUÍN CAMPANA, Montevideo, Uruguay",#ERROR!,,1440
INSTITUTO PALLOTTI,"EMILIO RAÑA  S/N ESQ. JOAQUÍN CAMPANA, Montevideo, Uruguay",#ERROR!,,1441
INSTITUTO PALLOTTI,"EMILIO RAÑA  S/N ESQ. JOAQUÍN CAMPANA, Montevideo, Uruguay","-34,8771908","-56,1547593",1442
INSTITUTO PALLOTTI,"AV. DR. LUIS A. DE HERRERA   2882 ESQ. EMILIO RAÑA, Montevideo, Uruguay",#ERROR!,,1443
INSTITUTO PALLOTTI,"AV. DR. LUIS A. DE HERRERA   2882 ESQ. EMILIO RAÑA, Montevideo, Uruguay",#ERROR!,,1444
INSTITUTO PALLOTTI,"AV. DR. LUIS A. DE HERRERA   2882 ESQ. EMILIO RAÑA, Montevideo, Uruguay",#ERROR!,,1445
INSTITUTO PALLOTTI,"AV. DR. LUIS A. DE HERRERA   2882 ESQ. EMILIO RAÑA, Montevideo, Uruguay",#ERROR!,,1446
INSTITUTO PALLOTTI,"AV. DR. LUIS A. DE HERRERA   2882 ESQ. EMILIO RAÑA, Montevideo, Uruguay",#ERROR!,,1447
INSTITUTO PALLOTTI,"AV. DR. LUIS A. DE HERRERA   2882 ESQ. EMILIO RAÑA, Montevideo, Uruguay","-34,8763812","-56,1568707",1448
INSTITUTO PALLOTTI,"AV. DR. LUIS A. DE HERRERA   2882 ESQ. EMILIO RAÑA, Montevideo, Uruguay","-34,8763812","-56,1568707",1449
INSTITUTO PALLOTTI,"AV. DR. LUIS A. DE HERRERA   2882 ESQ. EMILIO RAÑA, Montevideo, Uruguay","-34,8763812","-56,1568707",1450
INSTITUTO PALLOTTI,"AV. DR. LUIS A. DE HERRERA   2882 ESQ. EMILIO RAÑA, Montevideo, Uruguay",#ERROR!,,1451
INSTITUTO PALLOTTI,"AV. DR. LUIS A. DE HERRERA   2882 ESQ. EMILIO RAÑA, Montevideo, Uruguay",#ERROR!,,1452
INSTITUTO PALLOTTI,"AV. DR. LUIS A. DE HERRERA   2882 ESQ. EMILIO RAÑA, Montevideo, Uruguay",#ERROR!,,1453
INSTITUTO PALLOTTI,"AV. DR. LUIS A. DE HERRERA   2882 ESQ. EMILIO RAÑA, Montevideo, Uruguay",#ERROR!,,1454
COLEGIO NUEVA CULTURA  INICIAL,"AV. DR. LUIS A. DE HERRERA 2762 ESQ. MONTE CASEROS, Montevideo, Uruguay",#ERROR!,,1455
COLEGIO NUEVA CULTURA  INICIAL,"AV. DR. LUIS A. DE HERRERA 2762 ESQ. MONTE CASEROS, Montevideo, Uruguay",#ERROR!,,1456
COLEGIO NUEVA CULTURA  INICIAL,"AV. DR. LUIS A. DE HERRERA 2762 ESQ. MONTE CASEROS, Montevideo, Uruguay",#ERROR!,,1457
COLEGIO NUEVA CULTURA  INICIAL,"AV. DR. LUIS A. DE HERRERA 2762 ESQ. MONTE CASEROS, Montevideo, Uruguay",#ERROR!,,1458
LICEO ADVENTISTA DE MONTEVIDEO,"AV. DR. LUIS A. DE HERRERA 2826 ESQ. EMILIO RAÑA, Montevideo, Uruguay",#ERROR!,,1459
LICEO ADVENTISTA DE MONTEVIDEO,"AV. DR. LUIS A. DE HERRERA 2826 ESQ. EMILIO RAÑA, Montevideo, Uruguay","-34,8772476","-56,1564241",1460
LICEO ADVENTISTA DE MONTEVIDEO,"AV. DR. LUIS A. DE HERRERA 2826 ESQ. EMILIO RAÑA, Montevideo, Uruguay",#ERROR!,,1461
LICEO ADVENTISTA DE MONTEVIDEO,"AV. DR. LUIS A. DE HERRERA 2826 ESQ. EMILIO RAÑA, Montevideo, Uruguay",#ERROR!,,1462
UNIVERSIDAD DE LA EMPRESA,"THOMPSON 3080 ESQ. AV. DR. LUIS A. DE HERRERA, Montevideo, Uruguay","-34,7251917","-56,2171746",1463
UNIVERSIDAD DE LA EMPRESA,"THOMPSON 3080 ESQ. AV. DR. LUIS A. DE HERRERA, Montevideo, Uruguay",#ERROR!,,1464
UNIVERSIDAD DE LA EMPRESA,"THOMPSON 3080 ESQ. AV. DR. LUIS A. DE HERRERA, Montevideo, Uruguay","-34,7251917","-56,2171746",1465
UNIVERSIDAD DE LA EMPRESA,"THOMPSON 3080 ESQ. AV. DR. LUIS A. DE HERRERA, Montevideo, Uruguay","-34,7251917","-56,2171746",1466
UNIVERSIDAD DE LA EMPRESA,"THOMPSON 3080 ESQ. AV. DR. LUIS A. DE HERRERA, Montevideo, Uruguay",#ERROR!,,1467
PARROQUIA SAN ANTONINO,"CARAGUATAY 2086 ESQ. CUFRÉ, Montevideo, Uruguay",#ERROR!,,1468
PARROQUIA SAN ANTONINO,"CARAGUATAY 2086 ESQ. CUFRÉ, Montevideo, Uruguay","-34,876968","-56,1713664",1469
ESCUELA Nº 21 ,"VILARDEBÓ 1539 ESQ. AV. GRAL. SAN MARTÍN, Montevideo, Uruguay",#ERROR!,,1470
ESCUELA Nº 21 ,"VILARDEBÓ 1539 ESQ. AV. GRAL. SAN MARTÍN, Montevideo, Uruguay",#ERROR!,,1471
ESCUELA Nº 21 ,"VILARDEBÓ 1539 ESQ. AV. GRAL. SAN MARTÍN, Montevideo, Uruguay","-34,8762241","-56,1858291",1472
ESCUELA DE EDUCACIÓN ARTÍSTICA Nº 310,"AV. BURGUES  2735 ESQ. AV. GRAL. SAN MARTIN, Montevideo, Uruguay",#ERROR!,,1473
ESCUELA DE EDUCACIÓN ARTÍSTICA Nº 310,"AV. BURGUES  2735 ESQ. AV. GRAL. SAN MARTIN, Montevideo, Uruguay","-34,8753973","-56,1856626",1474
ESCUELA DE EDUCACIÓN ARTÍSTICA Nº 310,"AV. BURGUES  2735 ESQ. AV. GRAL. SAN MARTIN, Montevideo, Uruguay",#ERROR!,,1475
ESCUELA DE EDUCACIÓN ARTÍSTICA Nº 310,"AV. BURGUES  2735 ESQ. AV. GRAL. SAN MARTIN, Montevideo, Uruguay",#ERROR!,,1476
COLEGIO Y LICEO ATAHUALPA  SECUNDARIA,"AV. MILLÁN 2920 ESQ. GRAL. ENRIQUE MARTÍNEZ, Montevideo, Uruguay",#ERROR!,,1477
COLEGIO Y LICEO ATAHUALPA  SECUNDARIA,"AV. MILLÁN 2920 ESQ. GRAL. ENRIQUE MARTÍNEZ, Montevideo, Uruguay",#ERROR!,,1478
COLEGIO Y LICEO ATAHUALPA  SECUNDARIA,"AV. MILLÁN 2920 ESQ. GRAL. ENRIQUE MARTÍNEZ, Montevideo, Uruguay",#ERROR!,,1479
COLEGIO Y LICEO ATAHUALPA  SECUNDARIA,"AV. MILLÁN 2920 ESQ. GRAL. ENRIQUE MARTÍNEZ, Montevideo, Uruguay",#ERROR!,,1480
COLEGIO Y LICEO ATAHUALPA  SECUNDARIA,"AV. MILLÁN 2920 ESQ. GRAL. ENRIQUE MARTÍNEZ, Montevideo, Uruguay","-34,8727876","-56,189202",1481
COLEGIO Y LICEO ATAHUALPA  SECUNDARIA,"AV. MILLÁN 2920 ESQ. GRAL. ENRIQUE MARTÍNEZ, Montevideo, Uruguay",#ERROR!,,1482
COLEGIO Y LICEO ATAHUALPA  SECUNDARIA,"AV. MILLÁN 2920 ESQ. GRAL. ENRIQUE MARTÍNEZ, Montevideo, Uruguay",#ERROR!,,1483
COLEGIO Y LICEO PEDRO POVEDA,"ENRIQUE GARCÍA PEÑA  2962 ESQ. BV. GRAL. ARTIGAS, Montevideo, Uruguay",#ERROR!,,1484
COLEGIO Y LICEO PEDRO POVEDA,"ENRIQUE GARCÍA PEÑA  2962 ESQ. BV. GRAL. ARTIGAS, Montevideo, Uruguay",#ERROR!,,1485
COLEGIO Y LICEO PEDRO POVEDA,"ENRIQUE GARCÍA PEÑA  2962 ESQ. BV. GRAL. ARTIGAS, Montevideo, Uruguay",#ERROR!,,1486
COLEGIO Y LICEO PEDRO POVEDA,"ENRIQUE GARCÍA PEÑA  2962 ESQ. BV. GRAL. ARTIGAS, Montevideo, Uruguay",#ERROR!,,1487
COLEGIO Y LICEO PEDRO POVEDA,"ENRIQUE GARCÍA PEÑA  2962 ESQ. BV. GRAL. ARTIGAS, Montevideo, Uruguay",#ERROR!,,1488
COLEGIO Y LICEO PEDRO POVEDA,"ENRIQUE GARCÍA PEÑA  2962 ESQ. BV. GRAL. ARTIGAS, Montevideo, Uruguay","-34,8716266","-56,1873071",1489
COLEGIO Y LICEO PEDRO POVEDA,"ENRIQUE GARCÍA PEÑA  2962 ESQ. BV. GRAL. ARTIGAS, Montevideo, Uruguay",#ERROR!,,1490
ESCUELA Nº 68  ,"CARABELAS 3279 ESQ. REGIMIENTO 9, Montevideo, Uruguay",#ERROR!,,1491
ESCUELA Nº 68  ,"CARABELAS 3279 ESQ. REGIMIENTO 9, Montevideo, Uruguay",#ERROR!,,1492
ESCUELA Nº 68  ,"CARABELAS 3279 ESQ. REGIMIENTO 9, Montevideo, Uruguay",#ERROR!,,1493
ESCUELA Nº 68  ,"CARABELAS 3279 ESQ. REGIMIENTO 9, Montevideo, Uruguay",#ERROR!,,1494
ESCUELA Nº 68  ,"CARABELAS 3279 ESQ. REGIMIENTO 9, Montevideo, Uruguay","-34,864927","-56,181825",1495
ESCUELA Nº 68  ,"CARABELAS 3279 ESQ. REGIMIENTO 9, Montevideo, Uruguay",#ERROR!,,1496
ESCUELA Nº 68  ,"CARABELAS 3279 ESQ. REGIMIENTO 9, Montevideo, Uruguay","-34,864927","-56,181825",1497
ESCUELA Nº 68  ,"CARABELAS 3279 ESQ. REGIMIENTO 9, Montevideo, Uruguay",#ERROR!,,1498
COLEGIO ATAHUALPA  PRIMARIA E INICIAL,"CARMELO 1415 ESQ. DR. CARLOS VAZ FERREIRA, Montevideo, Uruguay",#ERROR!,,1499
COLEGIO ATAHUALPA  PRIMARIA E INICIAL,"CARMELO 1415 ESQ. DR. CARLOS VAZ FERREIRA, Montevideo, Uruguay","-34,8623195","-56,1911265",1500
COLEGIO ATAHUALPA  PRIMARIA E INICIAL,"CARMELO 1415 ESQ. DR. CARLOS VAZ FERREIRA, Montevideo, Uruguay",#ERROR!,,1501
COLEGIO SAGRADO CORAZÓN,"AV. GRAL. JOSÉ GARIBALDI 1682 ESQ. MARSELLA, Montevideo, Uruguay","-34,8751132","-56,1826309",1502
COLEGIO SAGRADO CORAZÓN,"AV. GRAL. JOSÉ GARIBALDI 1682 ESQ. MARSELLA, Montevideo, Uruguay","-34,8751132","-56,1826309",1503
COLEGIO SAGRADO CORAZÓN,"AV. GRAL. JOSÉ GARIBALDI 1682 ESQ. MARSELLA, Montevideo, Uruguay","-34,8751132","-56,1826309",1504
U.T.U. BRAZO ORIENTAL,"REGIMIENTO 9 1983 ESQ. DR. MANUEL LANDEIRA, Montevideo, Uruguay",#ERROR!,,1505
U.T.U. BRAZO ORIENTAL,"REGIMIENTO 9 1983 ESQ. DR. MANUEL LANDEIRA, Montevideo, Uruguay",#ERROR!,,1506
U.T.U. BRAZO ORIENTAL,"REGIMIENTO 9 1983 ESQ. DR. MANUEL LANDEIRA, Montevideo, Uruguay",#ERROR!,,1507
U.T.U. BRAZO ORIENTAL,"REGIMIENTO 9 1983 ESQ. DR. MANUEL LANDEIRA, Montevideo, Uruguay",#ERROR!,,1508
U.T.U. BRAZO ORIENTAL,"REGIMIENTO 9 1983 ESQ. DR. MANUEL LANDEIRA, Montevideo, Uruguay",#ERROR!,,1509
U.T.U. BRAZO ORIENTAL,"REGIMIENTO 9 1983 ESQ. DR. MANUEL LANDEIRA, Montevideo, Uruguay",#ERROR!,,1510
U.T.U. BRAZO ORIENTAL,"REGIMIENTO 9 1983 ESQ. DR. MANUEL LANDEIRA, Montevideo, Uruguay","-34,8655764","-56,1767392",1511
ESCUELA Nº 90 DE 2DO. GRADO,"AV. GRAL. FLORES 3013 ESQ. LORENZO FERNÁNDEZ, Montevideo, Uruguay",#ERROR!,,1512
ESCUELA Nº 90 DE 2DO. GRADO,"AV. GRAL. FLORES 3013 ESQ. LORENZO FERNÁNDEZ, Montevideo, Uruguay",#ERROR!,,1513
ESCUELA Nº 90 DE 2DO. GRADO,"AV. GRAL. FLORES 3013 ESQ. LORENZO FERNÁNDEZ, Montevideo, Uruguay",#ERROR!,,1514
ESCUELA Nº 90 DE 2DO. GRADO,"AV. GRAL. FLORES 3013 ESQ. LORENZO FERNÁNDEZ, Montevideo, Uruguay","-34,87172","-56,1760879",1515
